id;org_nom;org_adresse;code_postal;commune;url;niveau_enfant;titre;activite;public;type_ressource;thematiques;handicap_adapt;duree_txt;perennite;rattachement;thematique_autre;autre_precise;geo;lat;lon;code_postal_num;duree_min;description;long_duration;is_for_kids;is_accessible;date
1635;Musée des Beaux-arts et de la Dentelle d'Alençon;Cour carrée de la Dentelle;61000;Alençon;https://www.youtube.com/watch?v=o_DrC9NGiJA;;L'art des dentellières d'Alençon;Films, documentaires, vidéos;Tous publics;VIDÉO|FLUX EN DIRECT|PROGRAMMES EN DIFFÉRÉ;ARTS DÉCORATIFS|DESIGN|MÉTIERS D’ART;SOUS-TITRAGE (ST);Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Collectivité territoriale;;;49.349118,0.668214;49.349118;0.668214;61000;10;"Le documentaire ""L'art des dentellières d'Alençon"", tourné à l'Atelier national du Point d'Alençon, présente un savoir-faire textile français exceptionnel, inscrit depuis le 16 novembre 2010 sur la Liste représentative du patrimoine culture immatériel de l'humanité par l'Unesco. Les témoignages des dentellières permettent une immersion dans l'intimité d'un conservatoire d'excellence.";false;false;true;2022-06-19
1658;ministère de la Culture;62, rue Beaubourg;75003;Paris;https://ellesxparisphoto.com/;;Elles X Paris Photo;Expos, musées;;EXPOSITIONS VIRTUELLES;PHOTOGRAPHIE;;Le temps d’une soirée;Accès permanent;Ministère de la Culture ou opérateur national;;;48.863298,2.354763;48.863298;2.354763;75003;120;"Le ministe?re de la Culture pre?sente, en association avec Paris Photo, un parcours numérique sur 40 femmes, jeunes, confirme?es, peu connues ou ayant marque? l’histoire de la photographie.

Organise? autour de cinq the?matiques – images lumineuses, images re?ve?es, images transforme?es, images militantes et images te?moins -, le projet tisse des liens imaginaires te?moignant des proximite?s entre les ge?ne?rations, les sensibilite?s et les choix esthe?tiques.

Découvrez le parcours d'une trentaine de photographes interviewe?es sur leur statut de femme artiste, leurs engagements et leurs inspirations.";false;false;false;2025-08-08
1736;ARTE;8 Rue Marceau;92130;Issy-les-Moulineaux;https://www.arte.tv/fr/videos/cinema/;;ARTE Cinéma;Films, documentaires, vidéos;;VIDÉO|FLUX EN DIRECT|PROGRAMMES EN DIFFÉRÉ;ARTS NUMÉRIQUES|AUDIOVISUEL|CINÉMA;;Toute une vie ne suffit pas;Accès permanent;Ministère de la Culture ou opérateur national;;;48.826983,2.271403;48.826983;2.271403;92130;150;Regardez la sélection de films de cinéma d'ARTE en streaming et replay - Films primés, films d'auteur et grands classiques du cinéma européen : le meilleur du septième art à la télévision.;true;false;false;2024-12-25
1886;CAUE de Paris;7 rue Agrippa d'Aubigné;75004;Paris;https://www.caue75.fr/ateliers-a-la-maison;Maternelle|Primaire|Collège|Lycée;Ateliers à la maison;Jeux;Enfants;RESSOURCES PÉDAGOGIQUES|JEUX|CRÉATION ET PRATIQUES ARTISTIQUES;ARCHITECTURE ET PATRIMOINE|MONUMENTS HISTORIQUES;TRANSCRIPTION TEXTUELLE;Toute une vie ne suffit pas;Accès permanent;Organisme privé;;;48.850315,2.362374;48.850315;2.362374;75004;150;Le CAUE de Paris vous propose un ensemble d'ateliers manuels pour découvrir l'architecture chez soi et en famille. Les places du monde, les Archiconnus, la ville en volume, les défis maquettes, la nature en ville, les maisons du monde, les façades en folie... Des sujets variés pour tous les goûts et tous les âges ! Suivez ce cahier d'activités et envoyez-nous des photos de vos créations à l'adresse contact@caue75.fr ou sur facebook @cauedeparis. À vos ciseaux !;true;true;true;2022-10-02
2014;Institut national de l'audiovisuel (INA);18, avenue des Frères-Lumière;94366;Bry-sur-Marne;https://larevuedesmedias.ina.fr/series/medias-la-grande-reinvention;;Médias : la grande réinvention ?;Actualités, débats;Parents / Éducateurs;VIDÉO|FLUX EN DIRECT|PROGRAMMES EN DIFFÉRÉ|RESSOURCES PÉDAGOGIQUES;ÉDUCATION AUX MÉDIAS;;Le temps d’une soirée;Accès permanent;Ministère de la Culture ou opérateur national;;;48.836527,2.532676;48.836527;2.532676;94366;120;Une série en 5 épisodes dans laquelle la journaliste Anne Sophie Novel enquête sur les nouveaux modèles de financement et formats développés par les médias en ligne pour continuer d'exister à l'ère de la post-vérité et face à des géants du web qui aspirent la majeure partie des recettes publicitaires.;false;false;false;2023-07-07
2153;Musée d'Orsay;1, rue de la Légion d'Honneur;;75007 Paris;https://www.youtube.com/playlist?list=PLwUa6C-N-kpYTtd1jMnAPU2M0APdRMsC7;;Une Oeuvre, un regard;Expos, musées;Tous publics;VIDÉO|FLUX EN DIRECT|PROGRAMMES EN DIFFÉRÉ;MUSÉES;;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Ministère de la Culture ou opérateur national;;;48.86045,2.325696;48.86045;2.325696;;10;"Chaque semaine, découvrez le regard d'une figure contemporaine : artiste, écrivain, philosophe, designer, musicien, acteur, metteur en scène, cinéaste, scientifique, sur une oeuvre de son choix dans les collection des musées d'Orsay et de l'Orangerie.

A découvrir sur YouTube : saison 1 et 2";false;false;false;2024-08-13
2383;Le Palais royal;3, rue Vineuse 75016 Paris;75016;Paris;https://le-palaisroyal.com/videos/;;Retrouvailles au Petit Palais royal;Concerts, spectacles;Tous publics;VIDÉO|FLUX EN DIRECT|PROGRAMMES EN DIFFÉRÉ;MUSIQUE|CONCERTS ET OPÉRAS;;Le temps d’un vrai déjeuner;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;48.85885,2.284524;48.85885;2.284524;75016;60;"Retrouvailles au Petit Palais royal : une mini-série de 6 vidéos réalisées par Gaultier Durhin, en partenariat avec Le Petit Palais. 4 jeunes talents du Palais royal : le pianiste Orlando Bass interpréte le 1er mouvement du Concerto pour piano n°2 de Saint-Saëns et une improvisation sur la Symphonie écossaise de Mendelssohn ; il est rejoint ensuite par 3 chanteurs (Marion Vergez-Pascal, Mathys Lagier, Adrien Fournaison) qui interprètent des airs d'opéra et d'opérette français, avec pour leitmotiv émois amoureux et intrigues rocambolesques.";false;false;false;2022-07-25
2401;Médiathèque Enghien-les-Bains;5-7 rue de Mora;95880;Enghien-les-Bains;https://www.youtube.com/watch?v=n7LOT8r02Us;|||;Conférence de Maxime Rovère;Actualités, débats;Tous publics;VIDÉO|FLUX EN DIRECT|PROGRAMMES EN DIFFÉRÉ;LITTÉRATURE|SCIENCES HUMAINES|LANGUES;;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Collectivité territoriale;;;48.969907,2.307862;48.969907;2.307862;95880;10;"Le nouvel essai de Maxime Rovere « L’École de la vie », Érotique de l’acte d’apprendre (Ed.Flammarion ; sept. 2020) porte sur l’école, ce lieu qui rassemble des corps autant que des esprits et qui fait circuler de telles énergies qu’il est toujours possible d’apprendre, même d’un « mauvais » professeur.
Étudier ne « sert » à rien, ou plutôt qu’à une seule chose : à savoir comment interagir avec les autres. Ce plaidoyer pour des savoirs passionnés rompt avec tout ce que vous avez pu lire sur l’école : vous regretterez de ne plus y être…";false;true;true;2022-10-02
2420;Théâtre national de Bretagne;1 rue Saint-Hélier;35000;Rennes;https://www.t-n-b.fr/magazine/si-loin-si-proche-tnb;;Si proche si loin;Actualités, débats;Tous publics;VIDÉO|FLUX EN DIRECT|PROGRAMMES EN DIFFÉRÉ;THÉÂTRE|SPECTACLES;;Le temps d’un vrai déjeuner;Accès permanent;Ministère de la Culture ou opérateur national;;;48.107834,-1.672751;48.107834;-1.672751;35000;60;Comme nous l’avons fait, en novembre à l’occasion du Festival du TNB, nous nous emparons de la toile pour en faire une scène pliée à notre main. Le théâtre se raconte autant qu’il se regarde. Si loin de nous par temps de pandémie, l’art est en réalité au plus proche de nos attentes et de nos impatiences. Nous avons décidé d’initier une série de vidéos réalisées avec les artistes dont vous auriez dû, ce premier trimestre 2021, voir les représentations. Cette saison fantôme se déclinera sur un rythme hebdomadaire : 2 fois par semaine, elles et ils vous raconteront l’œuvre que vous n’aurez pas vue et que ne verrez pas à la date initialement indiquée dans le programme du théâtre. Les artistes vous diront le son, l’image, le geste, le cadre, la phrase, le rythme, le sens, la couleur, l’ombre, le silence, la voix, le corps qui auraient dû se déployer devant vous. Leurs mots seront les lumières qui éclairent les plateaux. Glissez-vous, avec eux, dans la nuit des théâtres.;false;false;false;2022-01-12
2453;France TV;7 Esplanade Henri de France;75014;Paris;https://www.france.tv/slash/on-n-est-plus-des-pigeons/;;On n'est plus des pigeons !;Films, documentaires, vidéos;Tous publics;VIDÉO|FLUX EN DIRECT|PROGRAMMES EN DIFFÉRÉ;ÉDUCATION AUX MÉDIAS;;Le temps d’une soirée;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;48.839003,2.270817;48.839003;2.270817;75014;120;Cet instructif et amusant magazine de consommation comporte quelques numéros consacrés à des sujets numériques et/ou médiatiques,comme la pollution numérique, les arnaques des influenceurs, les fake news, les traces sur Internet.;false;false;false;2023-08-10
2504;ST'ART;27 rue Général Charles de NANSOUTY;21000;Dijon;https://play.google.com/store/apps/details?id=com.goodbarber.streetartdijon;;ST'ART;Expos, musées;Tous publics;VIDÉO|FLUX EN DIRECT|PROGRAMMES EN DIFFÉRÉ|AUDIO|RADIO|PODCASTS|IMAGES|COLLECTIONS NUMÉRISÉES|BASES DE DONNÉES|EXPOSITIONS VIRTUELLES;ART URBAIN (GRAPH|HIP HOP|STREET ART…);TRANSCRIPTION TEXTUELLE;Toute une vie ne suffit pas;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;47.310399,5.057358;47.310399;5.057358;21000;150;ST’ART c’est une application gratuite et participative disponible sur smartphone qui permet aux amateurs d’art urbain de découvrir les œuvres de Street art. ST’ART met en valeur les différentes formes d’art urbain telles que les collages, graffitis, pochoirs, mosaïques, fresques présentes dans les rues de votre ville, répertorie et géolocalise les oeuvres les plus proches de l’utilisateur en lui affichant le nom de l’artiste, le type d’œuvre et le meilleur trajet pour y accéder. ST’ART, c’est la possibilité de découvrir les villes à travers un regard ludique et différent. ST’ART c’est aussi et surtout une application participative qui offre la possibilité de contribuer au contenu de l’application. Un utilisateur soumettre une œuvre ainsi d’alimenter la liste des œuvres déjà présentes. Des nouveautés sont ajoutées chaque semaine et identifiables rapidement sur la carte, accompagnée par une notification qui informe les utilisateurs de l’application. ST’ART , c’est une vitrine pour les artistes qui sont représentés par une biographie et propose les liens direct vers leurs réseaux sociaux ou des videos, pour permettre de continuer à découvrir leur univers. ST’ART propose également une section Agenda qui permet de suivre les évènements liés au monde de l’art urbain à travers toute la France qui s’intègre facilement au calendrier personnel.;true;false;true;2024-04-04
2505;musées de Soissons;2/4 rue de la congrégation;02200;Soissons;https://my.matterport.com/show/?m=MaETiJB7hg8;;Lucien Jonas. Les Folles années vingt - visite virtuelle;Expos, musées;Tous publics;EXPOSITIONS VIRTUELLES;ARTS VISUELS|ÉDUCATION ARTISTIQUE ET CULTURELLE|MUSÉES;;Le temps d’un vrai déjeuner;Accès permanent;Collectivité territoriale;;;49.384539,3.327233;49.384539;3.327233;2200;60;Parcours virtuel de l'exposition Lucien Jonas. Les Folles années vingt (Soissons, Arsenal Saint-Jean, 2 avril-4 juillet 2021), enrichie de liens vers les cartels et les textes de salles, un carnet de croquis, un panorama consacré à la restauration de plusieurs tableaux exposés.;false;false;false;2023-12-26
2576;Ville d'Aix-les-Bains. Inventaire du Patrimoine;2 rue Lamartine;73100;Aix-les-Bains;https://www.aixlesbains.fr/var/aixinter/static/archives-virtuelle/index.html;;Visite virtuelle des Anciens thermes Nationaux;Expos, musées;Tous publics;EXPOSITIONS VIRTUELLES;ARCHITECTURE ET PATRIMOINE;SOUS-TITRAGE;Le temps d’un vrai déjeuner;Accès permanent;Collectivité territoriale;;;45.690806,5.915113;45.690806;5.915113;73100;60;Visite virtuelle des anciens Thermes Nationaux d'Aix-les-Bains. Visite en 40 photographies 360° agrémentées de nombreuses bulles d'infos et de liens vers le site internet et les fichiers de descriptions de l'Inventaire du patrimoine de la ville d'Aix-les-Bains. Bilingue : Français / Anglais Dispo pour Windows, Android, Apple...;false;false;true;2022-05-02
2675;Musée national de la Marine;17 Pl. du Trocadéro et du 11 Novembre;75116;Paris;https://www.facebook.com/watch/141845531157/867589797268844;;Le musée national de la Marine fait le point !;Films, documentaires, vidéos;Tous publics;VIDÉO|FLUX EN DIRECT|PROGRAMMES EN DIFFÉRÉ;HISTOIRE|MUSÉES;SOUS-TITRAGE;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Ministère de la Culture ou opérateur national;;;48.862207,2.287343;48.862207;2.287343;75116;10;Le musée vous fait découvrir la place de la mer dans notre quotidien, entre passé et présent !;false;false;true;2024-02-15
578;ARCHEA;56 rue de Paris;95380;Louvres;https://www.youtube.com/user/ARCHEAPaysdeFrance/playlists;;Pays de France;Films, documentaires, vidéos;Tous publics;VIDÉO|FLUX EN DIRECT|PROGRAMMES EN DIFFÉRÉ;ARCHÉOLOGIE|HISTOIRE;SOUS-TITRAGE (ST);Le temps d’un week-end;Accès permanent;Collectivité territoriale;;;49.041117,2.50695;49.041117;2.50695;95380;2880;Retrouvez sur sa chaine, l'ensemble des vidéos produites par ARCHEA, musée d'archéologie au nord-est de Paris, à l'occasion de ses expositions : présentation de sites archéologiques, interviews d'archéologues et de scientifiques sur leurs travaux de recherches, projets pédagogiques menés avec des enfants sur le thème de l'archéologie.;true;false;true;2024-04-13
609;Archives départementales - Marne;1 rue Just Berland;51000;Chalons-en-Champagne;https://archives.marne.fr/?id=recherche_guidee;;Archives en ligne;Approfondir ses connaissances;Tous publics;IMAGES|COLLECTIONS NUMÉRISÉES|BASES DE DONNÉES;ARCHIVES;;Le temps d’une soirée;Accès permanent;Collectivité territoriale;;;48.953062,4.367401;48.953062;4.367401;51000;120;Accès à des documents numérisés des Archives de la Marne : registres paroissiaux et d'état civil (16e siècle - 1902), recensements de population 1836-1936, registres matricules du recrutement militaire 1878-1921, cartes et plans avant 1800, plans cadastraux, sélection d'archives de la Grande Guerre, cartes postales, catalogue de la bibliothèque, répertoires des archives de notaires.;false;false;false;2025-07-19
637;Archives municipales du Havre;Fort de Tourneville - 55 rue du 329e RI;76620;Le Havre;https://archives.lehavre.fr/expositions-virtuelles/1517-le-havre;;Archives en ligne;Approfondir ses connaissances;Tous publics;IMAGES|COLLECTIONS NUMÉRISÉES|BASES DE DONNÉES;ARCHIVES;;Le temps d’un vrai déjeuner;Accès permanent;Collectivité territoriale;;;49.501445,0.125748;49.501445;0.125748;76620;60;Pour les 500 ans du Havre, les Archives et leurs partenaires vous proposent de vous immerger dans l’histoire de la ville. En plus de vous proposer le contenu coutumier d’une exposition numérique, vous avez accès à une reconstitution en 3D de la ville au XVIe siècle dans laquelle il est possible de déambuler, mais aussi à des numérisations en 3D de certaines pièces muséales. Pour avoir un aperçu de l’évolution territoriale du Havre, une vidéo vous présente une synthèse de l’histoire de la Ville.;false;false;false;2022-03-05
642;Archives nationales d'outre-mer;29, chemin du moulin de Testas;13001;Aix-en-Provence;http://www.archivesnationales.culture.gouv.fr/anom/fr/Action-culturelle/Expositions-virtuelles.html;;Expositions virtuelles;Approfondir ses connaissances;Tous publics;IMAGES|COLLECTIONS NUMÉRISÉES|BASES DE DONNÉES|EXPOSITIONS VIRTUELLES;ARCHIVES;;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Ministère de la Culture ou opérateur national;;;43.514486,5.447973;43.514486;5.447973;13001;10;Louisiane française ou encore les abolitions de l'esclavage : découvrez les expositions virtuelles des ANOM.;false;false;false;2023-11-28
670;Bibliothèque municipale;Rue Jean de Dormans;02200;Soissons;https://my.matterport.com/show/?m=Wcxj68V4mFh;;Visite virtuelle du fonds patrimonial;Expos, musées;Tous publics;EXPOSITIONS VIRTUELLES;LITTÉRATURE|SCIENCES HUMAINES|LANGUES;;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Collectivité territoriale;;;49.386002,3.327804;49.386002;3.327804;2200;10;La ville de Soissons regorge de trésors patrimoniaux. Grâce à cet outil de visite virtuelle, flânez à travers les rayonnages et découvrez quelques-uns des joyaux de notre collection, d’ordinaire peu accessibles pour des raisons de conservation. Un contenu augmenté vous permet d’en feuilleter les plus belles pages ou de les resituer dans un contexte historique.;false;false;false;2023-11-16
730;Château de Versailles;Place d'Armes;78000;Versailles;http://www.chateauversailles.fr/actualites/vie-domaine/etonnant-versailles;;Etonnant Versailles;Films, documentaires, vidéos;Tous publics;VIDÉO|FLUX EN DIRECT|PROGRAMMES EN DIFFÉRÉ;ARCHITECTURE ET PATRIMOINE|HISTOIRE|MONUMENTS HISTORIQUES|PARCS ET JARDINS|PEINTURE;;Le temps d’un vrai déjeuner;Accès permanent;Ministère de la Culture ou opérateur national;;;50.959524,1.850232;50.959524;1.850232;78000;60;La web-série du Château de Versailles. Faire garder des champs de pomme de terre comme s’ils renfermaient un précieux trésor, et laisser les Versaillais les piller la nuit : c’est ainsi que Parmentier a réussi à convaincre ses compatriotes que le tubercule n’était pas bon qu’à nourrir les cochons. Une anecdote parmi d’autres à retrouver en vidéo dans cette excellente web-série du Château de Versailles.;false;false;false;2022-01-02
742;Cité de la dentelle et de la mode;135 quai du Commerce 62100 Calais;62100;Calais;https://artsandculture.google.com/partner/cite-de-la-dentelle-et-de-la-mode-de-calais;;Expositions virtuelles;Expos, musées;Parents / Éducateurs;EXPOSITIONS VIRTUELLES;MODE;;Le temps d’un vrai déjeuner;Accès permanent;Ministère de la Culture ou opérateur national;;;50.950529,1.859955;50.950529;1.859955;62100;60;La Cité s’est associée aux technologies Google pour proposer des contenus numériques permettant de découvrir le patrimoine de la dentelle, parcourir le musée, ou encore revivre une exposition passée, mais aussi pour bénéficier de la numérisation ultra haute définition d’une pièce phare de ses collections.;false;false;false;2022-03-01
748;Cité internationale des arts;18 rue de l'Hôtel de Ville;75004;Paris;https://www.citedesartsparis.net/fr/actualite-work-in-progress-everyday;;Work in progress (everyday);Expos, musées;Tous publics;VIDÉO|FLUX EN DIRECT|PROGRAMMES EN DIFFÉRÉ;ARTS DÉCORATIFS|DESIGN|MÉTIERS D’ART|ARTS VISUELS;;Le temps de manger un sandwich pendant une pause déjeuner;Accès gratuit exceptionnel et limité dans le temps;Organisme privé;;;48.853913,2.357203;48.853913;2.357203;75004;10;Un centre de résidences ne s’arrête jamais : c’est avant tout un lieu de vie et de travail avant d’être celui de la diffusion. Malgré le contexte, la création vit toujours au cœur de la Cité internationale des arts. Nous avons décidé d’aller virtuellement frapper aux portes des ateliers des artistes en résidence ici à Paris et de ceux qui en sont partis pour montrer que la création continue à se faire.;false;false;false;2022-08-15
820;Fonds de dotation pour la gestion et la valorisation du patrimoine pharmaceutique;4 avenue Ruysdaël;75008;Paris;https://artetpatrimoinepharmaceutique.fr/search/home;;Art et patrimoine pharmaceutique;Expos, musées;Tous publics;IMAGES|COLLECTIONS NUMÉRISÉES|BASES DE DONNÉES;ARCHITECTURE ET PATRIMOINE|HISTOIRE|MUSÉES|SCIENCES;;Le temps d’un vrai déjeuner;Accès permanent;Organisme privé;;;48.878034,2.310145;48.878034;2.310145;75008;60;Découverte des collections d’histoire de la pharmacie : pots de pharmacie, mâche-bouchons, alambics, estampes, affiches publicitaires et ouvrages offrent un panorama de l’histoire et de l’art pharmaceutiques. Le portail propose également des articles thématiques et des expositions virtuelles consacrées aux pharmaciens célèbres ou aux caricatures de Daumier.;false;false;false;2022-08-12
842;France Télévisions;7, esplanade Henri-de-France;75015;Paris;https://www.francetvinfo.fr/vrai-ou-fake/;;Vrai ou fake;Actualités, débats;Tous publics;VIDÉO|FLUX EN DIRECT|PROGRAMMES EN DIFFÉRÉ;ÉDUCATION AUX MÉDIAS;;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Ministère de la Culture ou opérateur national;;;48.839003,2.270817;48.839003;2.270817;75015;10;"Ces contenus consistent à décrypter et déconstruire des rumeurs qui circulent notamment sur les réseaux sociaux et des ""fake news"", c'est-à-dire de fausses informations fabriquées dans le but de manipuler le public.";false;false;false;2022-09-04
940;Médiathèques Valence Romans Agglo;32 Avenue Clémenceau;26000;Valence;https://www.lempreinte.valenceromansagglo.fr/parcours.htm;;Expositions en ligne;Expos, musées;Tous publics;IMAGES|COLLECTIONS NUMÉRISÉES|BASES DE DONNÉES|EXPOSITIONS VIRTUELLES;HISTOIRE|LITTÉRATURE|SCIENCES HUMAINES|LANGUES;;Le temps d’un vrai déjeuner;Accès permanent;Collectivité territoriale;;;44.937245,4.901086;44.937245;4.901086;26000;60;Expositions virtuelles, parcours thématiques, balades urbaines en ligne, accès par géolocalisation ou par frise chronologique…. La visualisation des documents est en grand format et en haute définition avec la possibilité de les télécharger (licences libres).;false;false;false;2024-04-27
942;Mezzo;10 Boulevard de Grenelle;75015;Paris;https://www.mezzo.tv/fr/programme;;Mezzo Live;Concerts, spectacles;Tous publics;VIDÉO|FLUX EN DIRECT|PROGRAMMES EN DIFFÉRÉ;MUSIQUE|CONCERTS ET OPÉRAS;;Le temps d’une soirée;Accès permanent;Organisme privé;;;48.853411,2.289484;48.853411;2.289484;75015;120;Chaque jour sur les chaînes Mezzo Live, retrouvez  des concerts de musique classique ou de jazz, des retransmissions d'opéras depuis els plus grandes salles du monde;false;false;false;2024-04-22
959;MuMa musée d’art moderne André Malraux;2 boulevard Clemenceau;76600;Le Havre;https://muma.wivi.fr/collections/b3931369-669a-4bf4-88c2-799466a5cab2?hl=fr;;Oeuvres commentées;Approfondir ses connaissances;Tous publics;AUDIO|RADIO|PODCASTS;ARTS DÉCORATIFS|DESIGN|MÉTIERS D’ART|ARTS VISUELS|MUSÉES|PEINTURE;;Le temps d’un vrai déjeuner;Accès permanent;Collectivité territoriale;;;49.484573,0.102971;49.484573;0.102971;76600;60;Découvrez une cinquantaines d'oeuvres avec un audioguide pédagogique.;false;false;false;2022-05-13
986;Musée d’Archéologie Nationale;Domaine National de Saint-Germain-en-Laye, Château-Place Charles de Gaulle;78100;Saint-Germain-en-Laye;https://musee-archeologienationale.fr/archeoman;;Archeoman;Expos, musées;Tous publics;EXPOSITIONS VIRTUELLES;ARCHÉOLOGIE|HISTOIRE|MUSÉES|SCULPTURE|SCIENCES;;Le temps d’un vrai déjeuner;Accès permanent;Ministère de la Culture ou opérateur national;;;48.89755,2.094475;48.89755;2.094475;78100;60;Vous y découvrirez une sélection d'objets archéologiques ou encore une présentation de la chapelle du château ainsi qu'une sélection d'écorces d'arbres du domaine national.;false;false;false;2022-06-17
1008;Musée de Valence;4 Rue Saint-Didier;26000;Valence;https://soundcloud.com/user-401959072/sets/redecouvrez-40-uvres-et-objets-emblematiques-du-musee;;Guides audio;Audios;Tous publics;AUDIO|RADIO|PODCASTS;ARCHÉOLOGIE|MUSÉES;;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Collectivité territoriale;;;44.93091,4.889915;44.93091;4.889915;26000;10;(Re)découvrez 40 œuvres et objets emblématiques du musée à travers un parcours double. Une première partie consacrée à l'art, avec comme fil rouge le paysage, et une deuxième partie dédiée à l'archéologie.;false;false;false;2023-08-26
1022;Musée des Beaux-Arts;Place Stanislas;54000;Nancy;https://www.nancy.fr/culturelle/adn-art-dans-nancy-392.html;;Arts dans Nancy;Expos, musées;Tous publics;IMAGES|COLLECTIONS NUMÉRISÉES|BASES DE DONNÉES;ARCHITECTURE ET PATRIMOINE;;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Collectivité territoriale;;;48.694025,6.183199;48.694025;6.183199;54000;10;La Ville de Nancy vous invite à flâner et arpenter ses rues et ses places dans un parcours urbain incitant à la découverte artistique.;false;false;false;2023-07-23
1029;Musée du Jouet;1 Enclos de l'Abbaye;78300;Poissy;https://www.ville-poissy.fr/index.php/sport-culture/equipements-culturels/musee-du-jouet/le-musee-a-la-maison.html;;Le musée à la maison;Approfondir ses connaissances;Enfants;RESSOURCES PÉDAGOGIQUES;ARTS VISUELS;;Le temps d’un vrai déjeuner;Accès permanent;Collectivité territoriale;;;48.928458,2.037872;48.928458;2.037872;78300;60;"Le Musée du Jouet, via l'entrée ""Le musée à la maison"", permet un accès aux collections à travers ""L'objet de la Semaine"", des quizz, des puzzles, des idées d'activités manuelles (""La Fabrique de jouets""), des challenges photos ou vidéos... de quoi occuper les petits et les grands et apprenant plein de choses sur l'histoire des jouets.";false;false;false;2023-03-15
1030;Musée du Jouet;5 rue du Murgin;39260;Moirans-en-Montagne;http://espaceenfants.musee-du-jouet.com/espaceenfant/espaceenfant;Maternelle|113|Primaire|Collège;Espace interactif;Jeux;Enfants;IMAGES|COLLECTIONS NUMÉRISÉES|BASES DE DONNÉES|JEUX|EXPOSITIONS VIRTUELLES|CRÉATION ET PRATIQUES ARTISTIQUES;MUSÉES;;Le temps d’un vrai déjeuner;Accès permanent;Collectivité territoriale;;;46.433155,5.726241;46.433155;5.726241;39260;60;"L'espace enfants permet de retrouver tous les jeux en ligne du musée (rubrique ""Joue avec le musée""), de créer son propre musée avec ses propres jouets et de le partager (rubrique ""Crée ton musée virtuel"") ainsi que découvrir les espaces et animations proposés par le musée (rubrique ""Découvre le musée"")";false;true;false;2025-01-10
1044;Musée du Théâtre Forain;Quartier du Paradis;45410;Artenay;https://www.youtube.com/playlist?list=PLOwGkuaugboR7Goun3LmX3FC1FUCdTT58;;Les tutos d'Arlequin;Approfondir ses connaissances;Parents / Éducateurs;VIDÉO|FLUX EN DIRECT|PROGRAMMES EN DIFFÉRÉ|EXPOSITIONS VIRTUELLES;ARTS DU CIRQUE|ARTS DE LA RUE;;Le temps d’une soirée;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;43.679922,5.026822;43.679922;5.026822;45410;120;"En panne d'idées pour occuper vos enfants durant cette période de confinement ? Pas de souci, l'équipe du Musée du Théâtre Forain a pensé à vous ! Chaque semaine, retrouvez dans les ""Tutos d'Arlequin"" des idées d'ateliers ludiques et créatifs, faciles à réaliser à la maison avec vos enfants sans trop de matériel.";false;false;false;2024-10-02
1076;Musées en Centre-Val de Loire;Musée des Beaux-Arts d'Orléans 1 rue Fernand Rabier;45000;Orléans;https://webmuseo.com/ws/musees-regioncentre/app/collection/expo/5;;Parcours dans les collections;Expos, musées;Tous publics;EXPOSITIONS VIRTUELLES;SCIENCES;;Le temps d’une soirée;Accès permanent;Organisme privé;;;47.903394,1.909774;47.903394;1.909774;45000;120;Le muséum d’Histoire Naturelle de Blois héberge 6 espèces de Calaos, chacune possède sa propre histoire. Les spécimens datent pour la plupart du 19ème siècle, le plus ancien quant à lui est du 18ème siècle. Il serait intéressant de se demander à travers les six spécimens pourquoi les Calaos fascinent-ils autant ?;false;false;false;2023-06-26
1128;Perpignan - Villes et pays d'art et d'histoire;Casa Xanxo, 8 rue de la Main de fer;66000;Perpignan;https://www.perpignantourisme.com/decouvrir/la-destination/les-applications-de-perpignan/perpignan-3d;;Perpignan 3D;Expos, musées;Tous publics;IMAGES|COLLECTIONS NUMÉRISÉES|BASES DE DONNÉES;ARCHITECTURE ET PATRIMOINE|MONUMENTS HISTORIQUES;TRANSCRIPTION TEXTUELLE|FACILE À LIRE ET À COMPRENDRE (FALC);Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Collectivité territoriale;;;42.699152,2.897102;42.699152;2.897102;66000;10;Diaporamas, textes audio et en mode lecture, quizz, visites virtuelles à 360°, reconstitutions 3D et en réalité augmentée, cette application donne un autre éclairage sur les principaux monuments et l'histoire de Perpignan. Disponible en quatre langues, elle possède également une version enfant. Un nouveau parcours sur l’histoire militaire de la cité complète les trois circuits sur le patrimoine gothique. Un voyage dans le temps à ne pas manquer ! Reconstitutions par Art graphique et patrimoine.;false;false;true;2023-10-19
